topology,arRanks,modelBytes,lineRate_Gbps,jct_s,sent,delivered,dropped,tput_Gbps,algbw_Gbps,busbw_Gbps,busbw_eff,total_energy_J,avg_power_W,pJ_per_bit,gbps_per_W,bisection_Gbps,pfc_paused_s,pfc_peak_KB,pfc_drops
leaf_spine,8,1048576,400,3.8495e-05,14336,14336,0,3086.24,217.914,381.35,0.953375,0.126132,3276.58,1074.01,0.941907,3200,0,1.03906,0
