topology,arRanks,modelBytes,lineRate_Gbps,jct_s,sent,delivered,dropped,tput_Gbps,algbw_Gbps,busbw_Gbps,busbw_eff,total_energy_J,avg_power_W,pJ_per_bit,gbps_per_W,bisection_Gbps,pfc_paused_s,pfc_peak_KB,pfc_drops
mesh3d,8,1048576,400,3.9846e-05,14336,14336,0,2963.8,210.526,368.42,0.92105,1.28455,32237.9,10937.9,0.0919351,25600,-1,-1,0
